,text_a,text_b,scores
7103,"Card deletion, return, and activation fee",What can I do if I can't log in with my Huawei ID?,0
7104,"I'm a new version already, why don't I have a transportation card?","A message is displayed in the notification bar of your Huawei ID, indicating that your mobile number has not been verified for a long time. To avoid that the password cannot be retrieved, please verify or change it immediately. However, the message cannot be found after the screen is closed. How can I change the message?",0
7105,retarded,"Huawei Pay 3rd Anniversary Celebration, Intelligent Barley Locking and Direct Deduction (CNY200)",0
7106,"I paid 100 bucks, but there's no money in the physical transportation card.",How to Participate in the Mobile Phone Recharge Balance Deduction Campaign,0
7107,"What can I do if I forget my Huawei phone password? No complaints. Fang Rong, V8.",Collection of questions about the Huawei Pay incentive activity,0
7108,What mobile phones support the activation of the Beijing-Tianjin-Hebei interconnection card?,"There is no ""door card"" or ""smart home door card"" in the wallet.",0
7109,How do I add an access card?,Which of the following door keys can be added?,0
7110,NFC metro won't work.,Product Selection in the Flexible Period,0
7111,How do I use a Huawei phone to subscribe to the POS service?,"Details of 1 cent/5 discount bus - Shenzhen, Beijing, Tianjin, Hangzhou, Lanzhou, Chongqing, Kunming, Jinan",0
7112,How to borrow money,How to check whether a subscriber enjoys the preference of the mobile phone recharge balance deduction?,0
7113,How can I add a key to the current version without a door key?,The amount of the all-in-one card issued by Jiangsu Communication is only 100.,0
7114,Query for Device Card Number,What Can I Do If the Huawei Pay Home Page Is Displayed After I Add a Door Key and Click the Simulate Button?,0
7115,The subway can't come in.,What is a smart home access card?,0
7116,I forgot my Phone Finder account and password.,"Use another mobile phone or account, and then re-subscribe to the transportation card.",0
7117,How to not display the recharge information,Obtain the top-up invoice of the Huawei Pay transportation card.,0
7118,The WeChat top-up is not received or refunded.,Why Is the Traffic Charged by the Carrier After the Traffic Is Deducted from the Recharged Traffic?,0
7119,Obtain the top-up invoice of the Huawei Pay transportation card.,What Should I Do If the POS Machine Prompts that the Card Is Forbidden When I Swipe the Bus Card in Beijing-Tianjin-Hebei Interconnection Enabled in Huawei Pay?,0
7120,Where can I use my H-coin card?,"What's ""Quick Payers""?",0
7121,"My original mobile phone number has been discarded, but this account bound to me is still the original mobile phone number.",What Can I Do If the Cannot Be Identified or the Certificate Information Is Incorrect?,0
7122,Shanghai Transportation Card Migration,Why does the Alipay shortcut icon overlap with the Huawei Pay icon?,0
7123,How do I add a door key?,How to Obtain the Recharge Invoice of the Mobile Phone Recharge Balance Deduction Activity,0
7124,How do I get a receipt?,"What Can I Do If the Message ""The network is not connected. Please click to try again"" Is Displayed When I Apply for a Credit Card?",0
7125,Failed to download the EID.,How to Handle the Failure to Recharge the Transportation Card,0
7126,Invoice of transportation joint card recharge,How do I use the wallet refund code for quick refund?,0
7127,How does the bus card in the original phone transfer to the new phone?,How can I retrieve my Huawei ID after deregistration?,0
7128,Can I delete the traffic card from my watch?,"After the system version is updated to EMUI 9.1.X, the wallet cannot be opened by double pressing the power button when NFC is disabled.",0
7129,"Every time I open my wallet, the bells ring. What's with the music?",How to check whether the account balance is received after a subscriber recharges the account?,0
7130,What can I do if my account is authenticated by another user?,Why is the receipt card number different from the physical card number?,0
7131,Why isn't Shengjingtong?,What Should I Do If the POS Machine Prompts that the Card Is Forbidden When I Swipe the Bus Card in Beijing-Tianjin-Hebei Interconnection Enabled in Huawei Pay?,0
7132,How to return the balance after the bus card is deleted?,Which Bank Cards Can Be Used on Buses and Metros?,0
7133,Where can I pay online using my bank card?,Why is it that I always go to the guide page when I click the page for claiming the incentive?,0
7134,"Hi, I can brush in when I get into the subway, but I cann't brush out when I get out. Metro crews let me out. My card's been showing no exit since then. It won't work.",How to freeze or unfreeze a change account?,0
7135,Hebei's Beijing-Tianjin-Hebei card in the Beijing card whether there is a discount?,Added the requirements for the model and wallet version of the electronic certificate photo.,0
7136,Why does HuaweiPay always fail to add ICBC bank cards?,Relationship Between Huawei ID and Vmall Real-Name Authentication,0
7137,Can I add an ID card?,What can I do if the original card balance is lost after a card update or migration?,0
7138,The key doesn't open the door.,How do I unlock my phone by swiping a card?,0
7139,How can I close my wallet when it keeps popping up during business operations?,Instructions on Using Huawei Pay Traffic Cards,0
7140,Method of Removing a Bank Card,Which models support the eID function?,0
7141,Someone else has registered an account with my WeChat account. I want to cancel it.,Beijing municipal transportation all-in-one card upgraded to Beijing-Tianjin-Hebei interconnection card,0
7142,"Hello, I lost my cell phone. Just used pad to try to use my QQ number came in, but I forgot the password to log in, now can not change the password.",Failure to Add or Use China Minsheng Bank Card,0
7143,Is it possible to bind a traffic physical card to this?,What can I do if the card on my old phone is replaced with a new one?,0
7144,Use a third-party app to open the door. The traffic card is opened.,"Huawei Pay mobile phone flash payment, taking Shenzhen Metro at a 12% discount",0
7145,Why can't I open the UnionPay QR code after cloning my phone?,Models that support the borrowing function,0
7146,"Not from,",Where can I use a bank card to take a bus or subway?,0
7147,What banks does the quick payment card support?,How can I retrieve my Huawei ID after deregistration?,0
7148,How do I view bank card transaction records?,How do I disable app push notifications with my Huawei ID?,0
7149,Can I swipe my bank card if my phone does not support NFC?,Introduction to Huawei Pay,0
7150,The fee deduction of the transportation card is incorrect.,How to Enable Change,0
7151,Why do I turn on my phone?,How to add a smart home access card,0
7152,Multiple Fee Deductions for 288 Buses in Jilin,"Small change, big dream - small change comes, double big gift sending activity",0
7153,"When Huawei Pay is used to pay for a maximum of five Huawei Pay accounts, a maximum of CNY99 will be deducted.",What is the Beijing - Tianjin - Hebei Interconnection Card?,0
7154,How do I know if the default SIM card is set?,Unable to find the card migration entrance of the transportation card,0
7155,"When you opened the card, you said you'd get 20 back.",How do I unlock my phone by swiping a card?,0
7156,How many cents are deducted after a bank card is added?,Use the bank card bound to Huawei Pay in Huawei Pay for refund.,0
7157,What can I do if I don't have NFC? What bank cards can I add?,The card/bank card in your wallet has disappeared,0
7158,Why does the wallet pop up when the screen is turned on?,What can I do if the system displays a message indicating that the order cannot be found when the payment fails?,0
